ticker,sector,industry,cap_label,price,tech_score,fund_score,vol_bonus,total_score,rel_vol,return_1w,return_1m,return_3m,pct_from_high,rs_vs_spy,revenue_growth,gross_margins,tech_signals,fund_signals,repeat
AHR,Real Estate,REIT - Healthcare Facilities,Large,52.15,8,6,0,14,1.81,-2.7%,-5.5%,12.6%,-9.7%,0.106,0.247,0.1928,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, rs_vs_spy","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders",False
FBP,Financial,Banks - Regional,Mid,27.58,8,5,1,14,1.53,-0.4%,-2.4%,10.2%,-6.5%,0.082,0.094,,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, last_vol_surge_up, rs_vs_spy, bb_compressed","earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders",False
WOR,Industrials,Metal Fabrication,Mid,57.38,9,5,0,14,2.07,1.2%,0.5%,-4.7%,-7.8%,-0.067,0.169,0.27759,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, last_vol_surge_up, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_positive, inst_holders",False
FCF,Financial,Banks - Regional,Mid,21.1,8,5,1,14,1.5,-1.0%,0.2%,8.7%,-3.2%,0.067,0.096,,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, rs_vs_spy, bb_compressed","earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders",False
VTRS,Healthcare,Drug Manufacturers - Specialty & Generic,Large,16.95,8,5,1,14,0.98,2.7%,5.1%,11.1%,-4.4%,0.091,0.049,0.40307,"base_tight, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, rs_vs_spy, rs_line_rising, bb_compressed","revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders",False
VSAT,Technology,Communication Equipment,Large,76.38,8,4,2,14,1.06,2.8%,-0.4%,19.1%,-15.0%,0.171,-0.012,0.33219,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising, bb_compressed, atr_contracted","eps_beat, gross_margin_healthy, eps_positive, inst_holders",False
WKC,Energy,Oil & Gas Refining & Marketing,Small,35.95,8,5,1,14,1.43,2.1%,-1.5%,16.3%,-10.7%,0.143,0.503,0.026889998,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, last_vol_surge_up, rs_vs_spy, rs_line_rising, bb_compressed","revenue_yoy_10pct, revenue_positive, eps_beat, eps_positive, inst_holders",False
FULT,Financial,Banks - Regional,Mid,23.4,8,5,1,14,1.42,-0.8%,-1.1%,3.0%,-7.1%,0.01,0.137,,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, last_vol_surge_up, rs_vs_spy, bb_compressed","revenue_yoy_10pct, revenue_positive, eps_beat, eps_positive, inst_holders",False
A,Healthcare,Diagnostics & Research,Large,156.47,8,6,0,14,1.25,6.5%,0.7%,23.4%,-1.6%,0.214,0.081,0.53648996,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders",False
PFE,Healthcare,Drug Manufacturers - General,Large,27.66,9,5,0,14,1.06,-0.2%,-2.1%,11.6%,-4.7%,0.096,0.026,0.74716,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, last_vol_surge_up, rs_vs_spy","revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders",False
MCK,Healthcare,Medical Distribution,Large,874.65,9,4,1,14,1.22,-0.8%,2.6%,16.6%,-12.0%,0.146,0.077,0.03633,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, rs_vs_spy, rs_line_rising, bb_compressed","revenue_positive, eps_beat, eps_positive, inst_holders",False
OKE,Energy,Oil & Gas Midstream,Large,93.46,8,5,1,14,1.41,-3.3%,-2.7%,11.2%,-4.2%,0.092,0.528,0.27214,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, last_vol_surge_up, rs_vs_spy, bb_compressed","revenue_yoy_10pct, revenue_positive, eps_beat, eps_positive, inst_holders",False
NTRA,Healthcare,Diagnostics & Research,Large,369.39,9,5,0,14,1.63,12.3%,13.6%,59.6%,0.0%,0.576,0.377,0.65230006,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, inst_holders",False
MSI,Technology,Communication Equipment,Large,458.67,8,6,0,14,1.18,-1.4%,-4.4%,16.4%,-6.4%,0.144,0.133,0.52112,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, rs_vs_spy","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders",False
MET,Financial,Insurance - Life,Large,97.04,8,5,1,14,1.09,-0.1%,2.0%,14.1%,-2.9%,0.121,0.105,0.23951,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, rs_vs_spy, rs_line_rising, bb_compressed","revenue_yoy_10pct, revenue_positive, eps_beat, eps_positive, inst_holders",False
SSRM,Basic Materials,Gold,Mid,36.33,8,5,1,14,0.95,0.2%,2.7%,17.5%,-7.3%,0.155,0.095,0.54965997,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, up_down_vol, last_vol_surge_up, rs_vs_spy, bb_compressed","earnings_accelerating, revenue_positive, gross_margin_healthy, eps_positive, inst_holders",False
KNTK,Energy,Oil & Gas Midstream,Mid,53.5,8,5,1,14,1.73,-2.3%,-2.2%,16.8%,-2.9%,0.148,0.363,0.41193,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, rs_vs_spy, bb_compressed","revenue_yoy_10pct, earnings_accelerating, revenue_positive, gross_margin_healthy, inst_holders",False
JNJ,Healthcare,Drug Manufacturers - General,Large,269.99,8,5,1,14,1.06,1.7%,-0.8%,18.8%,-3.0%,0.168,0.066,0.6814,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rs_vs_spy, rs_line_rising, bb_compressed","revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders",False
HTFL,Healthcare,Health Information Services,Mid,50.75,8,5,1,14,1.56,1.7%,11.5%,50.9%,0.0%,0.489,0.476,0.80081004,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, last_vol_surge_up, rs_vs_spy, rs_line_rising, bb_compressed","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, inst_holders",False
HNGE,Healthcare,Health Information Services,Mid,94.9,8,5,1,14,1.34,7.1%,7.3%,36.7%,0.0%,0.347,0.53,0.84541,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising, bb_compressed","revenue_yoy_10pct, revenue_positive, gross_margin_healthy, eps_positive, inst_holders",False
GNW,Financial,Insurance - Life,Mid,10.05,10,4,0,14,2.06,-4.2%,1.3%,12.3%,-5.2%,0.103,0.053,0.06625,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, rs_vs_spy, rs_line_rising","revenue_positive, eps_beat, eps_positive, inst_holders",False
GNK,Industrials,Marine Shipping,Small,27.96,8,6,0,14,1.44,4.2%,6.7%,21.8%,-0.6%,0.198,0.685,0.43857,"base_tight, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders",False
GFR,Energy,Oil & Gas E&P,Small,6.66,10,4,0,14,2.1,2.1%,7.8%,21.3%,-6.2%,0.193,0.219,0.31924,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, gross_margin_healthy, inst_holders",True
FLR,Industrials,Engineering & Construction,Mid,54.9,9,4,1,14,1.03,1.3%,1.6%,2.3%,-4.5%,0.003,0.088,-0.00798,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, rs_vs_spy, rs_line_rising, bb_compressed","revenue_positive, eps_beat, eps_positive, inst_holders",False
EPD,Energy,Oil & Gas Midstream,Large,38.89,9,4,1,14,1.03,-0.0%,2.0%,7.8%,-1.2%,0.058,0.608,0.13325,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, last_vol_surge_up, rs_vs_spy, rs_line_rising, bb_compressed","revenue_yoy_10pct, revenue_positive, eps_beat, eps_positive",False
ELE,Basic Materials,Gold,Small,21.3,8,5,1,14,2.64,-0.6%,-4.1%,34.4%,-11.8%,0.324,1.616,0.94966006,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, rel_vol_high, rs_vs_spy, bb_compressed","revenue_yoy_10pct, earnings_accelerating, revenue_positive, gross_margin_healthy, eps_positive",False
DT,Technology,Software - Application,Large,55.14,8,6,0,14,1.27,8.0%,11.2%,33.1%,-1.2%,0.311,0.162,0.81597,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders",False
DOCU,Technology,Software - Application,Large,69.07,8,6,0,14,1.25,5.2%,11.2%,58.9%,-18.8%,0.569,0.094,0.79609,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma50_cross_recent, up_down_vol, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders",False
DE,Industrials,Farm & Heavy Construction Machinery,Large,683.99,9,5,0,14,1.14,1.2%,17.8%,16.4%,-2.1%,0.144,0.049,0.25184,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders",False
CRWD,Technology,Software - Infrastructure,Large,237.65,8,6,0,14,1.74,15.0%,17.9%,38.8%,-3.3%,0.368,0.258,0.75185996,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders",False
BWIN,Financial,Insurance Brokers,Mid,31.93,8,6,0,14,5.8,7.7%,2.5%,57.8%,-1.7%,0.558,0.301,0.31261998,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders",True
BIIB,Healthcare,Drug Manufacturers - General,Large,215.5,8,5,1,14,1.07,-0.8%,-2.7%,9.6%,-4.0%,0.076,0.034,0.78322,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rs_vs_spy, rs_line_rising, bb_compressed","revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders",False
AVT,Technology,Electronics & Computer Distribution,Mid,96.12,8,6,0,14,1.38,-3.5%,9.2%,5.5%,-3.5%,0.035,0.477,0.10429,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders",False
AU,Basic Materials,Gold,Large,103.29,8,6,0,14,1.13,-1.1%,-4.2%,14.4%,-16.6%,0.124,0.27,0.54833,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, last_vol_surge_up, rs_vs_spy","revenue_yoy_10pct, earnings_accelerating, revenue_positive, gross_margin_healthy, eps_positive, inst_holders",False
AIZ,Financial,Insurance - Property & Casualty,Large,282.23,8,5,1,14,1.39,-0.1%,1.7%,8.9%,-6.1%,0.069,0.094,0.13272999,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, rs_vs_spy, rs_line_rising, bb_compressed","earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders",False
ACT,Financial,Insurance - Specialty,Mid,48.45,8,5,1,14,1.71,-2.0%,-2.1%,14.9%,-3.2%,0.128,0.041,0.73177004,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, rs_vs_spy, bb_compressed","earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive",False
ACA,Industrials,Engineering & Construction,Mid,145.84,8,4,2,14,1.14,0.6%,0.4%,7.4%,0.0%,0.054,0.017,0.22805001,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, last_vol_surge_up, rs_vs_spy, rs_line_rising, bb_compressed, atr_contracted","earnings_accelerating, revenue_positive, eps_positive, inst_holders",False
NWSA,Communication Services,Entertainment,Large,29.78,8,6,0,14,1.44,1.2%,1.5%,18.2%,-4.2%,0.162,0.108,0.57167,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders",False
WTS,Industrials,Specialty Industrial Machinery,Large,350.66,8,6,0,14,1.39,-1.5%,-6.3%,2.1%,-10.4%,0.001,0.186,0.48853,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, last_vol_surge_up, rs_vs_spy","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders",False
RVTY,Healthcare,Diagnostics & Research,Large,143.45,9,5,0,14,1.8,15.4%,20.1%,43.5%,-2.2%,0.415,0.013,0.54976004,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders",False
SMTC,Technology,Semiconductors,Large,185.0,8,6,0,14,1.44,10.6%,47.6%,16.9%,0.0%,0.149,0.327,0.52901,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders",True
OSCR,Healthcare,Healthcare Plans,Mid,32.13,8,5,1,14,1.18,-2.0%,-0.5%,13.1%,-5.0%,0.111,0.704,0.20158,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising, bb_compressed","revenue_yoy_10pct, revenue_positive, eps_beat, eps_positive, inst_holders",False
SNX,Technology,Electronics & Computer Distribution,Large,266.16,8,6,0,14,1.66,-1.1%,5.7%,-6.3%,-8.1%,-0.083,0.31,0.07047,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders",False
OSBC,Financial,Banks - Regional,Small,24.99,9,4,1,14,1.23,-2.3%,-0.2%,14.5%,-3.6%,0.125,0.227,,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, bb_compressed","revenue_yoy_10pct, revenue_positive, eps_positive, inst_holders",False
OSPN,Technology,Software - Infrastructure,Small,17.51,9,5,0,14,2.18,3.9%,11.0%,30.7%,-2.5%,0.287,0.01,0.7388,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, rs_vs_spy, rs_line_rising","revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders",False
QRVO,Technology,Semiconductors,Large,117.18,9,5,0,14,1.69,0.5%,21.0%,19.1%,-1.9%,0.171,-0.042,0.48535,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, rs_vs_spy, rs_line_rising","earnings_accelerating, eps_beat, gross_margin_healthy, eps_positive, inst_holders",False
PLMR,Financial,Insurance - Property & Casualty,Mid,136.0,8,5,1,14,1.21,1.8%,7.2%,22.2%,-6.1%,0.202,0.547,0.27354,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising, bb_compressed","revenue_yoy_10pct, revenue_positive, eps_beat, eps_positive, inst_holders",False
RDNT,Healthcare,Diagnostics & Research,Mid,76.0,8,5,1,14,1.57,0.7%,0.6%,41.4%,-10.0%,0.394,0.25,0.17284,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma50_cross_recent, rel_vol_high, last_vol_surge_up, rs_vs_spy, bb_compressed","revenue_yoy_10pct, revenue_positive, eps_beat, eps_positive, inst_holders",False
PAA,Energy,Oil & Gas Midstream,Large,25.37,8,5,1,14,1.22,-2.8%,5.8%,20.9%,-2.8%,0.189,0.663,0.0555,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rs_vs_spy, rs_line_rising, bb_compressed","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_positive, inst_holders",False
PBF,Energy,Oil & Gas Refining & Marketing,Mid,77.19,9,5,0,14,1.91,-1.4%,4.4%,107.8%,-1.4%,1.058,0.562,0.050430004,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, eps_positive, inst_holders",False
SENS,Healthcare,Medical Devices,Small,9.58,8,4,1,13,1.32,10.0%,5.2%,42.1%,-15.2%,0.401,1.178,0.54869,"within_high_75, price_above_ma150, ma150_rising, ma50_cross_recent, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising, bb_compressed","revenue_yoy_10pct, revenue_positive, gross_margin_healthy, inst_holders",False
CNH,Industrials,Farm & Heavy Construction Machinery,Large,13.45,9,4,0,13,0.96,-1.0%,30.7%,28.6%,-6.6%,0.266,0.02,0.17762,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, up_down_vol, rs_vs_spy, rs_line_rising","revenue_positive, eps_beat, eps_positive, inst_holders",False
CHPT,Consumer Cyclical,Specialty Retail,Small,10.32,8,5,0,13,0.77,13.9%,76.7%,24.2%,-16.4%,0.222,0.177,0.30969998,"within_high_75, price_above_ma150, ma150_rising, ma50_cross_recent, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, inst_holders",False
NTRS,Financial,Asset Management,Large,177.89,8,5,0,13,1.2,-6.0%,-3.6%,3.8%,-6.7%,0.018,0.364,,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_positive, inst_holders",False
DBX,Technology,Software - Infrastructure,Mid,36.48,8,5,0,13,1.25,2.6%,7.3%,40.5%,-3.3%,0.385,0.009,0.79732,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, rs_vs_spy, rs_line_rising","revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders",False
BDX,Healthcare,Medical Instruments & Supplies,Large,180.94,8,5,0,13,1.48,1.7%,-3.0%,26.4%,-5.2%,0.244,0.054,0.46936,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, rs_vs_spy","revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders",False
TRMK,Financial,Banks - Regional,Mid,46.71,8,5,0,13,1.42,-0.6%,1.0%,5.1%,-3.2%,0.031,0.09,,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders",False
BCAL,Financial,Banks - Regional,Small,21.8,9,4,0,13,1.55,-0.0%,3.5%,11.0%,-1.3%,0.09,-0.016,,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, rs_vs_spy, rs_line_rising","earnings_accelerating, eps_beat, eps_positive, inst_holders",False
SJM,Consumer Defensive,Packaged Foods,Large,122.95,8,5,0,13,1.19,1.5%,0.1%,11.9%,-7.1%,0.099,0.05,0.37951002,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, rs_vs_spy, rs_line_rising","revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders",False
SAIC,Technology,Information Technology Services,Mid,133.19,8,4,1,13,1.2,2.5%,3.5%,30.5%,-0.4%,0.285,0.063,0.1274,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, rs_vs_spy, rs_line_rising, bb_compressed","revenue_positive, eps_beat, eps_positive, inst_holders",False
ASAN,Technology,Software - Application,Mid,9.51,8,5,0,13,2.08,8.4%,-0.6%,37.4%,-37.4%,0.354,0.099,0.87592006,"above_low_20_80, price_above_ma150, ma50_cross_recent, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders",False
ANGO,Healthcare,Medical Instruments & Supplies,Small,15.44,8,4,1,13,1.29,1.1%,-3.9%,27.1%,-4.3%,0.251,0.08,0.54624003,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, bb_compressed","revenue_positive, eps_beat, gross_margin_healthy, inst_holders",False
TH,Industrials,Specialty Business Services,Mid,21.19,8,5,0,13,1.73,10.1%,24.4%,5.1%,0.0%,0.031,0.387,0.31846002,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, inst_holders",False
ADM,Consumer Defensive,Farm Products,Large,85.18,8,5,0,13,1.3,-1.8%,5.5%,14.1%,-3.3%,0.121,0.072,0.0687,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders",False
ACVA,Consumer Cyclical,Auto & Truck Dealerships,Small,10.48,8,5,0,13,2.06,0.7%,40.3%,61.7%,0.0%,0.597,0.104,0.26806998,"within_high_75, price_above_ma150, ma150_rising, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, eps_positive, inst_holders",False
SOPH,Healthcare,Health Information Services,Small,8.19,8,5,0,13,2.17,4.1%,-1.1%,50.0%,-8.2%,0.48,0.272,0.66625,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, inst_holders",True
MTG,Financial,Insurance - Specialty,Mid,29.69,8,5,0,13,1.88,-3.4%,-3.9%,14.6%,-5.7%,0.126,-0.029,0.92607003,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, rs_vs_spy","earnings_accelerating, eps_beat, gross_margin_healthy, eps_positive, inst_holders",False
ASB,Financial,Banks - Regional,Mid,29.66,8,4,1,13,1.75,-1.3%,-3.0%,2.4%,-7.5%,0.004,0.235,,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, rs_vs_spy, bb_compressed","revenue_yoy_10pct, revenue_positive, eps_positive, inst_holders",False
S,Technology,Software - Infrastructure,Mid,22.51,9,4,0,13,1.55,14.0%,5.6%,49.9%,-5.6%,0.479,0.206,0.72540003,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, gross_margin_healthy, inst_holders",True
HSHP,Industrials,Marine Shipping,Small,19.23,8,5,0,13,1.68,7.8%,23.4%,47.0%,-0.5%,0.45,0.796,0.81589997,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, gross_margin_healthy, inst_holders",True
NTSK,Technology,Software - Infrastructure,Mid,17.49,8,5,0,13,2.02,19.0%,19.0%,93.3%,-32.2%,0.913,0.292,0.69918,"price_above_ma150, ma150_rising, ma50_cross_recent, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, inst_holders",False
NEOG,Healthcare,Medical Devices,Mid,13.0,9,4,0,13,1.72,10.4%,7.0%,39.6%,0.0%,0.376,-0.001,0.46932,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","eps_beat, gross_margin_healthy, eps_positive, inst_holders",False
MPLX,Energy,Oil & Gas Midstream,Large,59.44,9,4,0,13,1.19,-0.7%,1.3%,6.5%,-1.3%,0.045,0.106,0.55709,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, gross_margin_healthy, eps_positive",False
MO,Consumer Defensive,Tobacco,Large,69.52,8,4,1,13,1.14,2.4%,7.0%,2.2%,-5.7%,0.002,0.012,0.87008005,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rs_vs_spy, rs_line_rising, bb_compressed","revenue_positive, gross_margin_healthy, eps_positive, inst_holders",False
WTRG,Utilities,Utilities - Regulated Water,Large,41.04,8,4,1,13,1.34,-0.1%,-0.0%,12.8%,-2.3%,0.108,0.031,0.5643,"base_tight, within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, rs_vs_spy, rs_line_rising, bb_compressed","revenue_positive, gross_margin_healthy, eps_positive, inst_holders",False
EIG,Financial,Insurance - Specialty,Small,48.97,8,4,1,13,1.23,-1.4%,2.3%,5.9%,-5.0%,0.039,-0.106,0.01242,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rs_vs_spy, rs_line_rising, bb_compressed","earnings_accelerating, eps_beat, eps_positive, inst_holders",False
IDCC,Technology,Software - Application,Mid,323.05,8,4,1,13,1.3,-7.7%,-6.3%,9.4%,-18.0%,0.074,-0.134,0.82498,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma50_cross_recent, up_down_vol, last_vol_surge_up, rs_vs_spy, bb_compressed","eps_beat, gross_margin_healthy, eps_positive, inst_holders",False
